timestamp,elapsed_seconds,rps,success_rate_percent,avg_latency_ms,events
1764317693.1741102,1,9257.883245937144,100.0,0.10664022767003103,
1764317694.1741292,2,11595.77882807106,100.0,0.08535603072241119,
1764317695.1741915,3,9599.402655579303,99.98958333333333,0.10321276883284251,FAULT: Kill Node 3
1764317696.1742234,4,5518.823684126455,99.32958869360391,0.15906122072513262,REVIVE: Node 3; FAULT: Kill Node 1
1764317697.1742725,5,6511.680183859378,99.58538083538083,0.1288698551402924,REVIVE: Node 1; FAULT: Kill Node 4
1764317698.1743186,6,5818.732252281978,99.57037291630864,0.14593720456582407,REVIVE: Node 4; FAULT: Kill Node 3
1764317699.1743364,7,5825.895824864659,99.41640920013731,0.1470916589592234,REVIVE: Node 3; FAULT: Kill Node 2
1764317700.1744328,8,6993.326395067309,99.72833857592221,0.12254237719593915,REVIVE: Node 2
1764317701.1745117,9,7528.40588418301,100.0,0.11818056515701138,
1764317702.174624,10,10426.829117652318,99.9904104334484,0.09506184066169601,FAULT: Kill Node 2
1764317703.1746533,11,6287.815606756299,99.26844783715013,0.13908717316828914,REVIVE: Node 2; FAULT: Kill Node 3
1764317704.174718,12,7337.525911921947,99.59116925592805,0.11568437905362271,REVIVE: Node 3
1764317705.1747508,13,8415.723107865122,99.98811787072243,0.10573846985632022,FAULT: Kill Node 3
1764317706.202457,14,2805.276596376486,97.1904266389178,0.30430430883009985,REVIVE: Node 3
1764317707.202603,15,4630.3232755260715,99.97840639170805,0.1550254644675225,FAULT: Kill Node 2
1764317708.2026172,16,5316.925208428551,98.79631371073914,0.15701237804620186,REVIVE: Node 2; FAULT: Kill Node 4
1764317709.2026892,17,5309.617694725082,99.43502824858757,0.1632685490696219,REVIVE: Node 4; FAULT: Kill Node 3
1764317710.2027044,18,6135.9063734989395,99.44589308996089,0.13868108566612433,REVIVE: Node 3; FAULT: Kill Node 2
1764317711.2027469,19,5388.771308590667,99.40619781035443,0.15540803423350807,REVIVE: Node 2
1764317712.2027946,20,6052.711384230412,100.0,0.1491737743852238,
1764317713.2028425,21,6827.672803346283,100.0,0.14537988382260145,
1764317714.202865,22,11246.747945235526,99.99110874010847,0.08823391044469497,FAULT: Kill Node 2
1764317715.2028747,23,5635.944907726951,99.52093683463448,0.15642902714043666,REVIVE: Node 2
1764317716.2818716,24,4501.403122342227,99.97941115915174,0.20378240224434951,FAULT: Kill Node 4
1764317717.2818801,25,3711.968139921895,99.24568965517241,0.2432769999421876,REVIVE: Node 4; FAULT: Kill Node 2
1764317718.2818916,26,4662.946636810644,99.18507398670384,0.17996589027452234,REVIVE: Node 2; FAULT: Kill Node 3
1764317719.2818923,27,5263.996234896492,99.60106382978722,0.15938807403425315,REVIVE: Node 3
1764317720.2819352,28,7561.67548809341,99.9867759851891,0.11776102752604833,FAULT: Kill Node 3
1764317721.2964787,29,3944.6311257668076,99.00049975012493,0.21311338397039883,REVIVE: Node 3; FAULT: Kill Node 4
1764317722.2965486,30,3866.729883228353,99.37936384794415,0.22058694098141882,REVIVE: Node 4; FAULT: Kill Node 2
1764317723.2965758,31,5060.86244718576,99.38747283145624,0.17121223987880088,REVIVE: Node 2; FAULT: Kill Node 3
1764317724.3172567,32,5067.205605359064,99.43928847641145,0.17109676930485818,REVIVE: Node 3
1764317725.3173401,33,3503.707627852023,99.97146118721462,0.21768895458413043,FAULT: Kill Node 4
